Visitor,Attraction,Visit Time,Start Time,End Time
Lamnaouar,Triton_Rapids,6,16,18
Yerena,Iguazú,6,16,18
Mireilla,Carrousel,5,16,18
Chahida,Carrousel,5,16,18
Nehemias,Triton_Rapids,6,16,18
Arquimides,Triton_Rapids,6,16,18
Clavelina,Iguazú,6,16,18
Mousaab,Carrousel,5,16,18
Chafik,Triton_Rapids,6,16,18
Mahmuda,Triton_Rapids,6,16,18
Weiyi,Iguazú,6,16,18
Xiuyun,Iguazú,6,16,18
Marey,Carrousel,5,16,18
Assiya,Iguazú,6,16,18
Roksana,Carrousel,5,16,18
Anfal,Triton_Rapids,6,16,18
Saloa,Carrousel,5,16,18
Mawa,Triton_Rapids,6,16,18
Lajos,Iguazú,6,16,18
Ifeanyi,Carrousel,5,16,18
Sher,Triton_Rapids,6,16,18
Narcisa,Carrousel,5,16,18
Saidou,Triton_Rapids,6,16,18
Honorat,Carrousel,5,16,18
Eyleen,Carrousel,5,16,18
Justino,Carrousel,5,16,18
Xuwei,Carrousel,5,16,18
Weijuan,Iguazú,6,16,18
Priscila,Iguazú,6,16,18
Sammy,Iguazú,6,16,18
Monserrat,Iguazú,6,16,18
Georgeta,Iguazú,6,16,18
Citlalli,Iguazú,6,16,18
Jose,Iguazú,7,16,18
Yisel,Iguazú,7,16,18
Junhao,Carrousel,5,16,18
Laurinda,Iguazú,6,16,18
Lou,Iguazú,7,16,18
Auritz,Iguazú,7,16,18
Alexandra,Splash,6,15,19
Bidatz,Splash,6,15,19
Aita,Splash,6,15,19
Rongrong,Splash,6,15,19
Jinxin,Splash,6,15,19
Lenuta,Splash,6,15,19
Charalampos,Splash,6,15,19
